Date,Open,High,Low,Close,Adj Close,Volume
2010-06-23,16.900000,16.950001,16.600000,16.650000,8.001388,1125700
2010-06-24,16.690001,16.920000,16.350000,16.799999,8.073472,2151600
2010-06-25,16.900000,16.920000,16.700001,16.820000,8.083083,612000
2010-06-28,16.870001,16.870001,16.700001,16.870001,8.107113,355800
2010-06-29,16.740000,16.740000,16.250000,16.250000,7.809163,2561000
2010-06-30,16.270000,16.500000,16.150000,16.150000,7.761105,1534100
2010-07-01,16.240000,16.299999,15.400000,15.550000,7.472767,4006100
2010-07-02,15.580000,15.690000,15.400000,15.480000,7.439130,231700
2010-07-06,15.500000,15.590000,14.900000,15.060000,7.237290,833700
2010-07-07,15.050000,15.150000,14.860000,15.000000,7.208457,2137200
2010-07-08,14.950000,15.150000,14.950000,15.050000,7.232486,2422200
2010-07-09,15.100000,16.020000,15.000000,15.800000,7.592908,1478700
2010-07-12,15.820000,16.020000,15.800000,15.820000,7.602519,786100
2010-07-13,15.830000,16.500000,15.830000,16.400000,7.881247,1647300
2010-07-14,16.400000,16.450001,16.250000,16.400000,7.881247,1537200
2010-07-15,16.430000,16.430000,16.000000,16.370001,7.866832,905900
2010-07-16,16.299999,16.299999,16.000000,16.200001,7.785133,624700
2010-07-19,16.180000,16.700001,16.110001,16.450001,7.905273,497300
2010-07-20,16.440001,16.440001,16.150000,16.190001,7.780328,1244700
2010-07-21,16.190001,16.299999,16.190001,16.240000,7.804356,1801200
2010-07-22,16.260000,16.590000,16.260000,16.549999,7.953330,1126300
2010-07-23,16.549999,16.790001,16.520000,16.780001,8.063861,1415100
2010-07-26,17.000000,17.700001,17.000000,17.650000,8.481949,3400400
2010-07-27,17.920000,18.340000,17.250000,18.230000,8.760679,5778800
2010-07-28,18.219999,18.219999,17.820000,17.930000,8.616509,2440000
2010-07-29,18.100000,18.150000,17.840000,17.940001,8.621314,1598500
2010-07-30,17.920000,18.070000,17.680000,18.000000,8.650148,2023100
2010-08-02,18.150000,18.260000,18.049999,18.059999,8.678982,1543000
2010-08-03,18.090000,18.120001,17.700001,17.900000,8.602092,1558700
2010-08-04,17.900000,18.459999,17.900000,18.299999,8.794318,4194300
2010-08-05,18.299999,18.299999,18.200001,18.240000,8.765485,252300
2010-08-06,18.219999,18.250000,17.920000,18.000000,8.650148,500600
2010-08-09,18.000000,18.150000,17.990000,18.049999,8.674177,1252900
2010-08-10,18.049999,18.049999,17.900000,17.990000,8.645343,1056300
2010-08-11,17.799999,17.799999,17.600000,17.610001,8.462728,2021000
2010-08-12,17.629999,17.629999,17.400000,17.500000,8.409866,3260500
2010-08-13,17.510000,18.030001,17.510000,18.020000,8.659760,2973700
2010-08-16,18.850000,19.299999,18.650000,18.700001,8.986541,10729700
2010-08-17,18.950001,19.200001,18.950001,19.070000,9.164353,4572800
2010-08-18,19.100000,20.049999,19.100000,19.799999,9.515162,3564800
2010-08-19,19.889999,20.090000,19.000000,19.799999,9.515162,5313000
2010-08-20,19.799999,20.020000,19.760000,19.889999,9.558414,3292700
2010-08-23,19.900000,20.250000,19.900000,20.059999,9.640109,2222900
2010-08-24,19.799999,20.049999,19.700001,19.990000,9.606471,5178500
2010-08-25,19.940001,20.049999,19.870001,19.930000,9.577637,3994300
2010-08-26,19.950001,20.500000,19.950001,20.000000,9.611277,2807100
2010-08-27,20.139999,20.440001,19.980000,20.440001,9.822724,1984200
2010-08-30,20.400000,20.799999,20.219999,20.219999,9.716997,1728000
2010-08-31,20.219999,20.510000,20.219999,20.500000,9.851558,2316300
2010-09-01,20.500000,21.299999,20.490000,21.020000,10.101453,5464700
2010-09-02,21.049999,21.049999,20.760000,20.950001,10.067811,1548700
2010-09-03,20.990000,21.299999,20.990000,21.129999,10.154310,1072600
2010-09-07,21.120001,21.120001,20.799999,20.959999,10.072617,1540000
2010-09-08,20.950001,21.129999,20.950001,20.990000,10.087033,2135400
2010-09-09,21.000000,21.150000,20.670000,20.700001,9.947669,2958400
2010-09-10,20.709999,20.820000,20.690001,20.790001,9.990924,806500
2010-09-13,20.780001,21.410000,20.780001,21.379999,10.274448,3431400
2010-09-14,21.389999,21.570000,21.309999,21.510000,10.336926,2403900
2010-09-15,21.510000,21.639999,21.450001,21.559999,10.360955,1302100
2010-09-16,21.750000,22.280001,21.750000,21.850000,10.500319,4179800
2010-09-17,22.190001,22.250000,22.010000,22.250000,10.692544,2845700
2010-09-20,22.250000,22.270000,22.190001,22.200001,10.668515,1651400
2010-09-21,22.209999,22.270000,22.170000,22.209999,10.673323,3081900
2010-09-22,22.240000,22.280001,21.850000,21.940001,10.543570,1636900
2010-09-23,21.850000,21.950001,21.600000,21.850000,10.500319,1356500
2010-09-24,22.000000,22.469999,22.000000,22.459999,10.793463,2632000
2010-09-27,22.690001,23.110001,22.690001,23.100000,11.101019,4341200
2010-09-28,23.100000,23.639999,23.030001,23.450001,11.269219,2932200
2010-09-29,23.379999,23.950001,23.370001,23.620001,11.350918,3805000
2010-09-30,23.650000,23.950001,23.260000,23.900000,11.485475,4344600
2010-10-01,23.920000,24.059999,23.709999,23.870001,11.471052,6646000
2010-10-04,24.030001,24.400000,23.930000,24.090000,11.576782,3833700
2010-10-05,24.040001,25.000000,24.030001,24.790001,11.913177,7091600
2010-10-06,24.850000,24.879999,23.950001,24.219999,11.639258,1901200
2010-10-07,24.260000,24.540001,24.190001,24.450001,11.749784,2172800
2010-10-08,24.700001,25.280001,24.700001,25.250000,12.134235,6419900
2010-10-11,25.190001,26.600000,25.129999,26.160000,12.571543,8024800
2010-10-12,26.100000,26.350000,25.450001,26.299999,12.638828,7003500
2010-10-13,26.400000,27.120001,26.290001,26.969999,12.960805,12316200
2010-10-14,26.969999,27.650000,24.450001,27.020000,12.984834,9197400
2010-10-15,27.100000,27.100000,26.500000,26.500000,12.734940,3207600
2010-10-18,26.600000,27.040001,26.410000,26.750000,12.855080,4034900
2010-10-19,26.990000,26.990000,26.440001,26.520000,12.744552,7782900
2010-10-20,26.700001,27.200001,26.650000,27.129999,13.037689,6081700
2010-10-21,27.190001,28.000000,27.100000,27.559999,13.244337,6521800
2010-10-22,27.600000,27.680000,27.299999,27.549999,13.239533,2442100
2010-10-25,27.840000,28.270000,27.719999,27.959999,13.436563,3935100
2010-10-26,28.070000,28.120001,26.500000,27.719999,13.321231,5532600
2010-10-27,27.830000,27.830000,26.850000,27.209999,13.076138,3619200
2010-10-28,27.379999,27.790001,26.990000,27.510000,13.220312,3821600
2010-10-29,27.850000,28.250000,26.600000,26.860001,12.907943,7190600
2010-11-01,26.760000,27.160000,25.700001,26.000000,12.494659,4165000
2010-11-02,26.299999,26.790001,26.180000,26.629999,12.797413,3387900
2010-11-03,26.910000,27.469999,26.350000,26.950001,12.951193,3338400
2010-11-04,27.250000,27.559999,26.990000,27.410000,13.172253,5118300
2010-11-05,27.450001,28.530001,26.760000,28.350000,13.623983,7669000
2010-11-08,28.500000,28.850000,28.240000,28.850000,13.864265,4110700
2010-11-09,29.020000,29.100000,28.170000,28.440001,13.667232,2267300
2010-11-10,28.400000,28.500000,27.740000,28.340000,13.619180,2717000
2010-11-11,28.120001,28.799999,28.020000,28.290001,13.595150,2478300
2010-11-12,28.320000,28.370001,27.330000,27.400000,13.167447,4365200
2010-11-15,27.250000,27.990000,27.200001,27.660000,13.292392,4142500
2010-11-16,27.570000,27.650000,26.250000,26.700001,12.831059,2919300
2010-11-17,26.740000,27.309999,26.340000,27.230000,13.085750,3193800
2010-11-18,28.059999,28.230000,27.540001,27.690001,13.306809,3376600
2010-11-19,27.770000,28.879999,27.500000,28.750000,13.816209,17483400
2010-11-22,28.629999,29.820000,28.549999,29.680000,14.263131,6153800
2010-11-23,29.250000,29.250000,28.809999,28.950001,13.912324,4384400
2010-11-24,29.100000,29.540001,28.860001,29.500000,14.176626,3341100
2010-11-26,29.200001,29.549999,29.150000,29.379999,14.118960,740600
2010-11-29,29.900000,29.969999,28.860001,29.750000,14.296773,3414900
2010-11-30,29.230000,29.500000,29.059999,29.209999,14.037271,2831300
2010-12-01,29.690001,30.040001,29.629999,29.879999,14.359243,7132500
2010-12-02,30.209999,30.500000,29.410000,30.490000,14.652389,7641100
2010-12-03,30.040001,30.709999,29.530001,30.520000,14.666810,5584300
2010-12-06,30.620001,31.120001,30.500000,31.080000,14.935921,4628200
2010-12-07,31.500000,31.750000,30.930000,31.600000,15.185816,6296400
2010-12-08,31.600000,31.850000,30.730000,30.860001,14.830198,3558100
2010-12-09,31.230000,31.340000,29.600000,30.610001,14.710055,4306200
2010-12-10,30.559999,31.170000,30.459999,31.100000,14.945534,3383400
2010-12-13,31.080000,31.969999,31.030001,31.860001,15.310761,38066400
2010-12-14,31.610001,32.459999,31.070000,31.990000,15.373234,3875100
2010-12-15,31.990000,32.189999,31.520000,31.750000,15.257895,1458700
2010-12-16,32.009998,32.070000,30.910000,31.200001,14.993592,2498500
2010-12-17,31.139999,32.000000,30.719999,31.870001,15.315569,3980000
2010-12-20,31.910000,32.119999,31.620001,32.099998,15.426100,2500900
2010-12-21,32.000000,32.570000,32.000000,32.549999,15.642356,3301200
2010-12-22,32.340000,32.980000,32.340000,32.950001,15.834579,3212600
2010-12-23,32.950001,33.000000,32.790001,32.930000,15.824964,724400
2010-12-27,32.669998,33.029999,32.650002,32.959999,15.839380,679600
2010-12-28,32.939999,33.299999,32.830002,33.279999,15.993162,1111600
2010-12-29,33.209999,33.450001,33.180000,33.400002,16.050835,1290400
2010-12-30,33.430000,33.820000,33.259998,33.759998,16.223829,1605600
2010-12-31,33.849998,34.540001,33.830002,34.400002,16.531399,1877900
2011-01-03,34.750000,34.990002,34.430000,34.560001,16.608280,3403400
2011-01-04,34.799999,34.950001,34.540001,34.869999,16.757261,5475700
2011-01-05,34.680000,35.000000,34.630001,34.849998,16.747643,2780800
2011-01-06,34.930000,35.110001,34.720001,34.970001,16.805315,3249400
2011-01-07,35.180000,35.230000,34.450001,34.619999,16.637117,1889700
2011-01-10,34.919998,35.299999,34.599998,35.240002,16.935062,4051600
2011-01-11,35.599998,36.580002,35.509998,36.470001,17.526161,4729500
2011-01-12,36.660000,37.000000,36.509998,36.740002,17.655918,2867900
2011-01-13,36.840000,36.840000,35.849998,36.400002,17.492521,4404500
2011-01-14,36.279999,37.000000,36.040001,36.610001,17.593443,3841100
2011-01-18,36.950001,37.000000,36.459999,36.500000,17.540583,2166600
2011-01-19,36.669998,36.700001,35.529999,35.660000,17.136904,3682500
2011-01-20,35.259998,35.770000,33.570000,35.419998,17.021566,7837700
2011-01-21,35.880001,36.220001,34.400002,35.049999,16.843756,3647600
2011-01-24,35.599998,35.740002,34.750000,35.650002,17.132101,2489700
2011-01-25,35.700001,36.150002,35.529999,35.700001,17.156130,6351500
2011-01-26,35.779999,36.250000,35.540001,36.000000,17.300297,2325700
2011-01-27,36.060001,36.509998,35.830002,36.200001,17.396412,2718800
2011-01-28,36.299999,36.480000,34.619999,34.860001,16.752453,1961300
2011-01-31,34.770000,36.040001,34.770000,35.939999,17.271460,2250400
2011-02-01,36.189999,37.000000,35.970001,36.840000,17.703972,2823400
2011-02-02,36.509998,36.880001,36.169998,36.549999,17.564604,1646500
2011-02-03,36.830002,37.439999,36.000000,36.119999,17.357964,3667200
2011-02-04,36.439999,36.759998,35.340000,36.169998,17.381990,4087000
2011-02-07,36.490002,36.770000,35.290001,35.520000,17.069626,4454900
2011-02-08,35.770000,35.849998,34.360001,35.480000,17.050404,5053800
2011-02-09,35.240002,35.950001,34.590000,35.840000,17.223406,5237600
2011-02-10,35.330002,36.830002,35.330002,36.750000,17.660719,2841300
2011-02-11,36.169998,38.889999,35.759998,37.070000,17.814497,4639500
2011-02-14,37.419998,37.439999,36.810001,37.400002,17.973082,2764300
2011-02-15,37.389999,37.669998,36.560001,37.480000,18.011530,2470500
2011-02-16,37.470001,37.799999,37.090000,37.540001,18.040363,2955500
2011-02-17,37.590000,38.599998,37.259998,38.590000,18.544956,6305700
2011-02-18,36.900002,38.119999,35.340000,37.950001,18.237398,15389100
2011-02-22,36.529999,38.750000,35.740002,35.840000,17.223406,6342400
2011-02-23,35.549999,37.000000,34.880001,36.639999,17.607857,6188600
2011-02-24,36.660000,37.389999,36.259998,36.700001,17.636692,4456100
2011-02-25,37.520000,38.540001,37.500000,38.169998,18.343117,4899300
2011-02-28,38.880001,40.000000,37.709999,38.080002,18.299875,12466200
2011-03-01,38.369999,38.849998,36.759998,37.060001,17.809690,3520100
2011-03-02,37.200001,38.580002,36.840000,38.070000,18.295063,3930500
2011-03-03,38.650002,39.849998,38.650002,39.560001,19.011103,5558300
2011-03-04,40.200001,40.299999,39.340000,39.639999,19.049555,4308600
2011-03-07,40.189999,40.299999,39.459999,39.830002,19.140854,4343300
2011-03-08,39.720001,41.080002,39.360001,40.730000,19.573360,3269300
2011-03-09,40.919998,41.119999,40.310001,40.900002,19.655060,2698300
2011-03-10,40.380001,41.000000,38.529999,39.689999,19.073576,7360400
2011-03-11,39.049999,39.660000,38.200001,39.160000,18.818880,3965500
2011-03-14,39.080002,40.410000,38.750000,39.189999,18.833294,1751000
2011-03-15,37.450001,38.639999,37.330002,38.279999,18.395981,3694900
2011-03-16,38.119999,39.410000,37.990002,38.090000,18.304676,3071500
2011-03-17,38.830002,39.310001,38.770000,38.990002,18.737185,1526200
2011-03-18,39.520000,39.580002,38.209999,38.400002,18.453651,2805700
2011-03-21,39.349998,40.000000,38.799999,39.669998,19.063961,2810700
2011-03-22,39.630001,39.689999,38.689999,39.049999,18.766010,1433600
2011-03-23,38.830002,39.970001,38.509998,39.869999,19.160080,1289300
2011-03-24,40.000000,40.599998,39.750000,40.389999,19.409975,1852300
2011-03-25,40.400002,40.869999,39.919998,40.360001,19.395552,1493600
2011-03-28,40.500000,40.820000,39.419998,40.209999,19.323467,3532800
2011-03-29,39.939999,40.740002,39.900002,40.139999,19.289831,2103700
2011-03-30,40.389999,40.389999,39.490002,39.680000,19.068775,2951200
2011-03-31,39.660000,40.130001,39.279999,39.549999,19.006304,3555600
2011-04-01,39.990002,40.279999,39.560001,40.270000,19.352301,4105400
2011-04-04,40.500000,41.000000,40.360001,40.650002,19.534916,1992700
2011-04-05,40.470001,41.509998,40.290001,41.340000,19.866505,2558000
2011-04-06,41.400002,42.049999,41.270000,41.610001,19.996262,2955900
2011-04-07,41.630001,41.750000,40.720001,41.500000,19.943401,3235600
2011-04-08,41.580002,43.279999,41.490002,42.580002,20.462406,4861400
2011-04-11,42.599998,43.200001,41.810001,42.490002,20.419155,2362700
2011-04-12,42.029999,42.279999,40.360001,40.529999,19.477253,4195500
2011-04-13,40.740002,40.880001,40.090000,40.630001,19.525301,2475100
2011-04-14,40.400002,40.630001,39.630001,40.419998,19.424389,1606500
2011-04-15,40.419998,41.180000,39.990002,41.009998,19.707914,2073400
2011-04-18,40.680000,41.119999,39.799999,40.060001,19.251383,2265900
2011-04-19,40.049999,41.070000,39.849998,40.779999,19.597389,3088000
2011-04-20,41.459999,42.000000,41.360001,42.000000,20.183680,2382100
2011-04-21,42.049999,42.799999,41.930000,42.730000,20.534492,2375100
2011-04-25,42.810001,43.740002,42.419998,43.259998,20.789185,2144700
2011-04-26,43.529999,44.000000,42.980000,43.790001,21.043884,2800000
2011-04-27,43.990002,44.410000,43.400002,43.700001,21.000637,3105000
2011-04-28,43.779999,44.540001,43.619999,44.439999,21.356260,3637300
2011-04-29,44.660000,45.360001,44.270000,44.500000,21.385088,3716100
2011-05-02,48.090000,48.119999,44.630001,45.619999,21.923326,6359900
2011-05-03,45.700001,46.279999,44.459999,44.570000,21.465784,4248600
2011-05-04,44.410000,44.529999,42.000000,42.830002,20.627764,4965300
2011-05-05,42.740002,43.389999,41.290001,41.650002,20.059450,5150500
2011-05-06,41.740002,42.790001,40.880001,41.080002,19.784929,7247600
2011-05-09,41.080002,42.290001,41.029999,41.500000,19.987213,4505400
2011-05-10,42.029999,42.500000,41.750000,42.240002,20.343609,4993700
2011-05-11,42.500000,43.310001,41.459999,42.220001,20.333977,6643600
2011-05-12,42.000000,42.330002,41.169998,41.330002,19.905336,4061300
2011-05-13,41.630001,41.750000,39.360001,39.680000,19.110664,4637200
2011-05-16,38.320000,39.250000,37.730000,38.099998,18.349705,10085100
2011-05-17,38.099998,39.220001,38.070000,38.950001,18.759079,8988700
2011-05-18,39.110001,41.060001,38.939999,41.000000,19.746397,7016500
2011-05-19,41.250000,41.570000,40.490002,41.000000,19.746397,3130900
2011-05-20,40.700001,40.830002,39.669998,40.000000,19.264786,4038400
2011-05-23,38.910000,39.349998,38.160000,38.900002,18.734999,4454000
2011-05-24,39.430000,40.000000,39.250000,39.750000,19.144367,4469600
2011-05-25,39.500000,42.080002,39.490002,41.590000,20.030552,4805000
2011-05-26,41.630001,42.200001,40.779999,41.759998,20.112436,4563200
2011-05-27,42.119999,42.740002,41.820000,42.740002,20.584414,2684500
2011-05-31,43.470001,43.820000,42.840000,43.810001,21.099756,8699000
2011-06-01,43.669998,44.209999,42.110001,42.279999,20.362871,4180100
2011-06-02,42.660000,42.980000,41.060001,41.700001,20.083532,3664300
2011-06-03,40.500000,40.709999,39.209999,39.889999,19.211803,6642400
2011-06-06,40.049999,40.080002,38.119999,38.240002,18.417131,5518300
2011-06-07,39.430000,39.490002,38.430000,38.880001,18.725367,4363600
2011-06-08,38.500000,39.500000,38.240002,39.220001,18.889118,4387500
2011-06-09,39.549999,40.180000,39.220001,40.000000,19.264786,3302800
2011-06-10,39.549999,39.939999,38.779999,39.299999,18.927643,3219200
2011-06-13,39.400002,39.759998,38.110001,38.299999,18.446028,3357500
2011-06-14,39.139999,40.250000,39.060001,39.880001,19.206989,4451000
2011-06-15,39.279999,39.590000,38.080002,38.360001,18.474926,4910700
2011-06-16,38.459999,38.619999,36.160000,37.009998,17.824738,8190900
2011-06-17,37.549999,37.709999,36.270000,36.880001,17.762123,6585000
2011-06-20,36.470001,36.869999,35.880001,36.560001,17.608011,5519200
2011-06-21,37.090000,38.759998,36.970001,38.610001,18.595329,5852000
2011-06-22,38.639999,39.509998,38.290001,38.700001,18.638672,4575300
2011-06-23,37.869999,38.099998,36.639999,38.060001,18.330435,4695900
2011-06-24,38.240002,38.830002,37.520000,37.580002,18.099264,19002500
2011-06-27,37.650002,37.830002,35.840000,37.259998,17.945147,7024600
2011-06-28,37.700001,37.700001,36.470001,37.480000,18.051096,5326300
2011-06-29,37.740002,39.290001,37.680000,38.290001,18.441210,4354400
2011-06-30,38.299999,39.049999,37.860001,38.520000,18.551983,3257400
2011-07-01,39.410000,39.590000,38.430000,38.919998,18.744627,4650200
2011-07-05,39.009998,40.110001,38.750000,39.889999,19.211803,3880100
2011-07-06,39.630001,39.750000,38.799999,39.450001,18.999893,4517500
2011-07-07,39.950001,41.349998,39.950001,41.230000,19.857172,5828900
2011-07-08,40.509998,40.919998,39.959999,40.880001,19.688610,3542000
2011-07-11,39.990002,40.000000,37.900002,38.480000,18.532722,4543700
2011-07-12,38.320000,38.950001,37.990002,38.400002,18.494188,2300700
2011-07-13,38.860001,39.099998,38.150002,38.470001,18.527903,2697100
2011-07-14,38.500000,38.970001,37.810001,37.919998,18.263012,2439700
2011-07-15,38.200001,38.310001,37.669998,38.090000,18.344883,2566200
2011-07-18,37.849998,38.139999,36.200001,36.840000,17.742861,3953600
2011-07-19,37.279999,37.700001,36.869999,37.080002,17.858452,3996300
2011-07-20,37.389999,38.070000,37.189999,37.599998,18.108891,3548700
2011-07-21,37.930000,39.430000,37.669998,39.090000,18.826508,4992500
2011-07-22,38.950001,39.650002,38.250000,39.540001,19.043236,3996700
2011-07-25,38.810001,39.290001,38.220001,38.310001,18.450846,3420900
2011-07-26,38.290001,39.310001,38.160000,38.939999,18.754267,3110900
2011-07-27,38.549999,39.090000,37.619999,38.000000,18.301538,3987800
2011-07-28,38.000000,38.450001,37.119999,37.549999,18.084808,3514800
2011-07-29,38.000000,39.980000,36.889999,39.459999,19.004702,8271700
2011-08-01,40.959999,41.930000,38.410000,40.330002,19.423717,6165400
2011-08-02,40.000000,40.070000,37.349998,37.389999,18.007753,5618900
2011-08-03,37.610001,38.040001,35.049999,37.290001,17.959589,10588700
2011-08-04,36.599998,36.599998,32.290001,33.509998,16.139071,12484200
2011-08-05,34.220001,35.150002,30.180000,33.110001,15.946422,9313700
2011-08-08,31.490000,32.570000,26.520000,28.469999,13.711703,14254800
2011-08-09,29.410000,31.850000,29.090000,31.840000,15.334765,12420900
2011-08-10,30.860001,32.480000,30.309999,31.129999,14.992812,6956500
2011-08-11,31.340000,34.740002,31.270000,34.020000,16.384697,6043100
2011-08-12,34.099998,34.540001,33.000000,33.900002,16.326900,5040200
2011-08-15,34.160000,35.020000,33.490002,33.939999,16.443174,4467900
2011-08-16,33.490002,33.540001,32.070000,32.619999,15.803664,3897100
2011-08-17,32.939999,33.380001,31.360001,31.910000,15.459683,4899400
2011-08-18,30.600000,30.959999,28.830000,29.049999,14.074084,7548500
2011-08-19,28.670000,29.500000,27.920000,27.980000,13.555694,5068500
2011-08-22,29.209999,30.430000,28.240000,28.750000,13.928737,5459500
2011-08-23,29.080000,30.309999,28.469999,29.850000,14.461658,4824400
2011-08-24,29.719999,30.870001,29.580000,30.790001,14.917072,3591900
2011-08-25,31.030001,31.290001,29.920000,30.420000,14.737817,3639100
2011-08-26,30.030001,32.080002,29.730000,31.850000,15.430618,3309700
2011-08-29,32.779999,34.740002,32.549999,34.689999,16.806532,4685200
2011-08-30,34.180000,34.490002,33.700001,34.060001,16.501318,3893900
2011-08-31,34.369999,35.049999,34.060001,34.650002,16.787159,4338700
2011-09-01,34.580002,34.730000,33.650002,33.919998,16.433485,3387600
2011-09-02,32.660000,32.689999,31.309999,32.110001,15.556584,1933400
2011-09-06,30.650000,32.160000,30.600000,32.099998,15.551735,4855800
2011-09-07,32.759998,34.220001,32.720001,33.939999,16.443174,2229700
2011-09-08,33.439999,34.000000,32.900002,33.349998,16.157335,2069500
2011-09-09,32.759998,32.820000,30.840000,31.190001,15.110867,3705200
2011-09-12,30.400000,31.510000,30.260000,31.420000,15.222292,3949200
2011-09-13,31.750000,32.610001,31.410000,32.509998,15.750373,1712800
2011-09-14,32.639999,33.779999,31.620001,33.290001,16.128265,2177600
2011-09-15,33.720001,34.220001,32.959999,33.689999,16.322054,1962800
2011-09-16,33.580002,34.029999,32.810001,34.000000,16.472246,2144400
2011-09-19,32.820000,33.240002,31.959999,32.919998,15.949005,2805000
2011-09-20,33.110001,33.520000,31.680000,31.760000,15.387014,2916900
2011-09-21,31.440001,31.440001,28.860001,28.889999,13.996565,5955300
2011-09-22,27.049999,28.379999,25.580000,27.809999,13.473328,6481700
2011-09-23,27.790001,29.520000,27.400000,28.469999,13.793082,2601400
2011-09-26,28.799999,29.190001,27.809999,29.000000,14.049861,5867000
2011-09-27,30.059999,31.320000,29.450001,29.590000,14.335699,6548400
2011-09-28,29.520000,29.680000,27.650000,27.770000,13.453948,3886500
2011-09-29,28.600000,28.820000,26.049999,26.650000,12.911332,5166500
2011-09-30,25.700001,25.840000,24.410000,24.430000,11.835793,8354500
2011-10-03,24.299999,25.540001,23.809999,24.100000,11.675916,6837400
2011-10-04,23.750000,26.030001,22.900000,25.879999,12.538286,7100000
2011-10-05,25.889999,26.520000,25.510000,26.090000,12.640026,7499700
2011-10-06,26.120001,27.620001,25.910000,27.389999,13.269844,6296900
2011-10-07,27.700001,27.889999,26.430000,26.520000,12.848352,4423000
2011-10-10,27.240000,28.129999,26.580000,27.250000,13.202021,3407500
2011-10-11,26.930000,28.580000,26.590000,28.049999,13.589602,3501300
2011-10-12,28.260000,29.469999,27.950001,28.700001,13.904515,4479500
2011-10-13,28.290001,28.530001,27.500000,28.059999,13.594443,2190200
2011-10-14,28.820000,29.790001,28.610001,29.200001,14.146750,4474900
2011-10-17,28.969999,29.240000,27.889999,28.240000,13.681653,3140900
2011-10-18,28.040001,28.620001,27.340000,28.290001,13.705877,4606200
2011-10-19,27.990000,28.030001,26.809999,26.930000,13.046987,5565600
2011-10-20,26.879999,27.450001,26.100000,27.389999,13.269844,3481900
2011-10-21,30.799999,31.260000,29.000000,31.020000,15.028502,12613600
2011-10-24,31.100000,32.360001,30.959999,32.330002,15.663168,4670800
2011-10-25,32.340000,32.439999,30.620001,30.730000,14.887999,3968500
2011-10-26,31.200001,32.099998,30.090000,31.740000,15.377325,5577500
2011-10-27,32.889999,34.080002,32.520000,33.590000,16.273613,5040700
2011-10-28,34.250000,35.500000,33.320000,34.500000,16.714489,5968000
2011-10-31,34.750000,34.750000,32.840000,32.860001,15.919940,5134900
2011-11-01,30.900000,32.509998,29.500000,32.110001,15.556584,5704700
2011-11-02,32.610001,33.669998,32.560001,33.209999,16.089506,2339600
2011-11-03,34.040001,34.639999,33.029999,34.459999,16.695105,4112400
2011-11-04,34.139999,35.259998,33.709999,35.009998,16.961571,5280500
2011-11-07,34.919998,35.029999,33.919998,34.790001,16.854980,2343400
